사업장명,업종구분대분류,업종구분소분류,소재지전체주소,도로명전체주소,lat,lng
삼다스크린골프,일반음식점,분식,제주특별자치도 제주시 화북일동 2138-3,"제주특별자치도 제주시 선반로6길 18, 1층 (화북일동)",33.5134978,126.5618732
리치호텔식당,일반음식점,한식,제주특별자치도 제주시 애월읍 고내리 332-5,"제주특별자치도 제주시 애월읍 고내로13길 100, 1층",33.4720859,126.3489158
성지오름,일반음식점,기타,제주특별자치도 제주시 일도이동 1028-24,"제주특별자치도 제주시 성지로 62-1, 1층 (일도이동)",33.5111613,126.5300012
영재국밥,일반음식점,한식,제주특별자치도 제주시 조천읍 신촌리 1407-3,"제주특별자치도 제주시 조천읍 신조로 39, 1층",33.5179895,126.6240387
양은냄비,일반음식점,한식,제주특별자치도 제주시 삼도이동 921,"제주특별자치도 제주시 중앙로14길 25, 1층 (삼도이동)",33.5110134,126.5215833
대단한탕후루아라점,일반음식점,기타,제주특별자치도 제주시 아라일동 6094-3,"제주특별자치도 제주시 아란7길 7, 1층 (아라일동)",33.4742681,126.5445798
대단한탕후루삼화점,일반음식점,기타,제주특별자치도 제주시 화북일동 1023-5,"제주특별자치도 제주시 화삼로 21, 1층 (화북일동)",33.5144286,126.5754404
마시는사이화주막,일반음식점,감성주점,제주특별자치도 제주시 조천읍 함덕리 3093-1,"제주특별자치도 제주시 조천읍 신북로 475, 2층",33.5435932,126.6610621
정돈,일반음식점,한식,제주특별자치도 제주시 이도일동 1362-1,"제주특별자치도 제주시 중앙로11길 1, 제1호 2층 (이도일동)",33.5125566,126.5250530
스가타,일반음식점,일식,제주특별자치도 제주시 연동 1518-15,"제주특별자치도 제주시 연화로2길 29-12, 1층 (연동)",33.4782933,126.4894793
놀당가게,일반음식점,한식,제주특별자치도 제주시 일도이동 995-71,"제주특별자치도 제주시 신산로 11, 2층 (일도이동)",33.5120397,126.5319061
유병욱구워주는참숯불갈비집,일반음식점,한식,제주특별자치도 제주시 연동 2326-13,"제주특별자치도 제주시 성신로1길 21, 1층 (연동)",33.4918521,126.4877028
카페봄봄한경점,일반음식점,기타,제주특별자치도 제주시 한경면 두모리 2890,"제주특별자치도 제주시 한경면 두신로 118, 1층",33.3531246,126.1851614
토쿠베츠,일반음식점,일식,제주특별자치도 제주시 이도이동 1068-11 우일빌라,"제주특별자치도 제주시 오복4길 5, 1층 (이도이동, 우일빌라)",33.4956264,126.5364600
셀프자율식당,일반음식점,한식,제주특별자치도 제주시 노형동 2684,"제주특별자치도 제주시 월광로 135, 1층 (노형동)",33.4913786,126.4724641
세검정갈비,일반음식점,식육(숯불구이),제주특별자치도 제주시 봉개동 2084-7,"제주특별자치도 제주시 봉개대동6길 13-1, 1층 (봉개동)",33.4876677,126.5969146
품육신제주점,일반음식점,한식,제주특별자치도 제주시 노형동 2574-5 효산빌딩,"제주특별자치도 제주시 월랑로 67, 효산빌딩 1층 (노형동)",33.4907998,126.4735092
테이스트인,일반음식점,경양식,제주특별자치도 제주시 이도이동 1977-1,"제주특별자치도 제주시 박성내서길 14, 1층 (이도이동)",33.4916405,126.5414419
한라루,일반음식점,한식,제주특별자치도 제주시 연동 298-7,"제주특별자치도 제주시 사장3길 3, 지1층 (연동)",33.4826687,126.4942256
브라더딜리버리,일반음식점,한식,제주특별자치도 제주시 연동 298-7,"제주특별자치도 제주시 사장3길 3, 지1층 (연동)",33.4826687,126.4942256
다이나믹딜리버리,일반음식점,한식,제주특별자치도 제주시 연동 298-7,"제주특별자치도 제주시 사장3길 3, 지1층 (연동)",33.4826687,126.4942256
원짬뽕,일반음식점,중국식,제주특별자치도 제주시 아라일동 6103-2,"제주특별자치도 제주시 인다7길 6, 1층 (아라일동)",33.4765744,126.5450171
피자가게,일반음식점,기타,제주특별자치도 제주시 삼도일동 795-25,"제주특별자치도 제주시 충효길 39, 1층 (삼도일동)",33.5079491,126.5191457
해녀의정원,일반음식점,한식,제주특별자치도 제주시 애월읍 하귀2리 2729,"제주특별자치도 제주시 애월읍 가문동길 47, 1층",33.4866558,126.3921316
군산소문난해물칼국수,일반음식점,한식,제주특별자치도 제주시 이도이동 362-3,"제주특별자치도 제주시 천수로 16, 1층 (이도이동)",33.5024966,126.5386765
도란,일반음식점,한식,제주특별자치도 제주시 삼양일동 1580-21,"제주특별자치도 제주시 서흘길 34, 1층 (삼양일동)",33.5282773,126.5892860
산라한,일반음식점,한식,제주특별자치도 제주시 삼도이동 14-5,"제주특별자치도 제주시 북성로 4, 1층 (삼도이동)",33.5157620,126.5241045
째즈도,일반음식점,감성주점,제주특별자치도 제주시 일도일동 1198-5,"제주특별자치도 제주시 만덕로6길 31, 지1층 (일도일동)",33.5136263,126.5286585
몽탄제주점,일반음식점,식육(숯불구이),제주특별자치도 제주시 구좌읍 동복리 1568-1,"제주특별자치도 제주시 구좌읍 동복로 83, 1층",33.5534102,126.7150696
친구사이포차,일반음식점,정종/대포집/소주방,제주특별자치도 제주시 이도일동 1686-3,"제주특별자치도 제주시 중앙로 178-1, 1층 (이도일동)",33.5031143,126.5270471
드렁큰피자,일반음식점,기타,제주특별자치도 제주시 이도일동 1465-1,"제주특별자치도 제주시 중앙로 88-6, 1층 (이도일동)",33.5105294,126.5236026
또와제주,일반음식점,한식,제주특별자치도 제주시 용담이동 2631-1,"제주특별자치도 제주시 서천길 14, 1층 (용담이동)",33.5013254,126.5103102
요리하는점빵,일반음식점,한식,제주특별자치도 제주시 도련일동 1939-4,"제주특별자치도 제주시 건주로4길 6-1, 1층 101호 (도련일동)",33.5161025,126.5799027
제주어른이집,일반음식점,호프/통닭,제주특별자치도 제주시 구좌읍 김녕리 2540,"제주특별자치도 제주시 구좌읍 김녕로4길 30, 2층",33.5526409,126.7441105
오복수산애월점,일반음식점,일식,제주특별자치도 제주시 애월읍 애월리 2525-1,"제주특별자치도 제주시 애월읍 애월북서길 60, 에이동 1층",33.4640787,126.3096821
위켄드밀즈,일반음식점,일식,제주특별자치도 제주시 애월읍 곽지리 1737-1,"제주특별자치도 제주시 애월읍 곽지8길 3-2, 1층",33.4493850,126.3091415
캐나다삼춘,일반음식점,경양식,제주특별자치도 제주시 구좌읍 송당리 1352-5,"제주특별자치도 제주시 구좌읍 송당1길 26, 1층",33.4730356,126.7827079
베리코코,일반음식점,기타,제주특별자치도 제주시 연동 300-3 남해오네뜨,"제주특별자치도 제주시 삼무로11길 9, 지하1층 B103호 (연동, 남해오네뜨)",33.4926282,126.4962588
트레블러카페와투어,일반음식점,기타,제주특별자치도 제주시 영평동 2417-10,"제주특별자치도 제주시 기와4길 42, 2동 2~3층 (영평동)",33.4798142,126.5606440
샬롱마농,일반음식점,호프/통닭,제주특별자치도 제주시 삼도일동 783-27,"제주특별자치도 제주시 서사로12길 5, 1층 (삼도일동)",33.5052770,126.5191186
마핑고,일반음식점,분식,제주특별자치도 제주시 이도이동 441-9,"제주특별자치도 제주시 이도공원길 42, 1층 (이도이동)",33.4982886,126.5444690
도르멍멍이,일반음식점,패밀리레스트랑,제주특별자치도 제주시 한림읍 옹포리 880,"제주특별자치도 제주시 한림읍 일주서로 5166, 1층",33.3937517,126.2575396
낮과밤럭셔리포차,일반음식점,한식,제주특별자치도 제주시 연동 1537-8,"제주특별자치도 제주시 연화로4길 24, 1층 (연동)",33.4765034,126.4897485
공육사하이픈,일반음식점,감성주점,제주특별자치도 제주시 연동 272-47,"제주특별자치도 제주시 연동7길 22, 지하1층 (연동)",33.4881128,126.4905472
함덕고등어쌈밥,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕리 1004-30,"제주특별자치도 제주시 조천읍 조함해안로 530, 3층",33.5424872,126.6695095
카츠쿠,일반음식점,일식,제주특별자치도 제주시 노형동 3789-4,"제주특별자치도 제주시 노형11길 16, 2층 (노형동)",33.4835398,126.4777547
돈삼겹노형점,일반음식점,한식,제주특별자치도 제주시 연동 265-3 영일빌라,"제주특별자치도 제주시 연동6길 28, 1층 (연동, 영일빌라)",33.4834768,126.4889430
으뜸제주공항점,일반음식점,한식,제주특별자치도 제주시 용담일동 425,"제주특별자치도 제주시 동한두기길 23, 2층 (용담일동)",33.5168359,126.5156033
제주오감,일반음식점,한식,제주특별자치도 제주시 이호일동 372,"제주특별자치도 제주시 서해안로 60, 1층 (이호일동)",33.5023082,126.4566017
글뤽,일반음식점,기타,제주특별자치도 제주시 구좌읍 상도리 471-29,"제주특별자치도 제주시 구좌읍 해녀박물관길 28, 1층",33.5235114,126.8627283
우즈베김바베큐,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 제주시 일도이동 354-15,"제주특별자치도 제주시 신산로15길 53, 1층 (일도이동)",33.5080227,126.5397532
해화탕,일반음식점,기타,제주특별자치도 제주시 한림읍 귀덕리 1030-1,"제주특별자치도 제주시 한림읍 일주서로 5855, 1층",33.4433187,126.2916150
술한잔,일반음식점,한식,제주특별자치도 제주시 구좌읍 세화리 3643-15,"제주특별자치도 제주시 구좌읍 세화1길 32, 나동 1층",33.5261136,126.8551772
볼튼홀덤앤펍,일반음식점,기타,제주특별자치도 제주시 이도이동 1768-2,"제주특별자치도 제주시 신성로13길 13, 4층 (이도이동)",33.4991006,126.5296742
팡포차,일반음식점,한식,제주특별자치도 제주시 용담일동 189-8,"제주특별자치도 제주시 남성로 39, 1층 (용담일동)",33.5038801,126.5126776
팔오상회본점,일반음식점,한식,제주특별자치도 제주시 이도일동 1786-8,"제주특별자치도 제주시 광양6길 10, 1층 (이도일동)",33.5011175,126.5274179
자작,일반음식점,기타,제주특별자치도 제주시 연동 273-43 제주연동리슈빌디에스,"제주특별자치도 제주시 노연로 103, 1층 105호 (연동, 제주연동리슈빌디에스)",33.4861707,126.4913699
인희네국수,일반음식점,한식,제주특별자치도 제주시 이도일동 1452-4,"제주특별자치도 제주시 중앙로 87, 1층 (이도일동)",33.5104316,126.5241153
희소식,일반음식점,기타,제주특별자치도 제주시 삼양이동 2164-13,"제주특별자치도 제주시 지석6길 3, 1층 (삼양이동)",33.5208504,126.5810941
연삼동,일반음식점,일식,제주특별자치도 제주시 이도이동 1064-4,"제주특별자치도 제주시 연삼로 412, 1층 (이도이동)",33.4955926,126.5353097
타코봉,일반음식점,"외국음식전문점(인도,태국등)",제주특별자치도 제주시 노형동 942-10,"제주특별자치도 제주시 원노형남1길 45, 1층 (노형동)",33.4840327,126.4853372
카페오길,일반음식점,한식,제주특별자치도 제주시 구좌읍 평대리 677-1,"제주특별자치도 제주시 구좌읍 평대5길 40, 1층 및 제1동 1층",33.5318969,126.8422306
리스치킨,일반음식점,호프/통닭,제주특별자치도 제주시 연동 273-43 제주연동리슈빌디에스,"제주특별자치도 제주시 노연로 103, 1층 106호 (연동, 제주연동리슈빌디에스)",33.4861707,126.4913699
후우,일반음식점,경양식,제주특별자치도 제주시 한경면 고산리 1717-1,"제주특별자치도 제주시 한경면 칠전로 145, 제1호",33.2977196,126.1948059
디아로재,일반음식점,한식,제주특별자치도 제주시 오라이동 1702,"제주특별자치도 제주시 연북로 245, 1층 (오라이동)",33.4817787,126.5076592
제주정낭집아라점,일반음식점,한식,제주특별자치도 제주시 아라일동 6119-2,"제주특별자치도 제주시 인다2길 8, 1층 (아라일동)",33.4771218,126.5496970
제주마중,일반음식점,한식,제주특별자치도 제주시 건입동 1136,"제주특별자치도 제주시 산지로 25, 1층 (건입동)",33.5147584,126.5292263
제주르방,일반음식점,경양식,제주특별자치도 제주시 한림읍 명월리 1670-2,"제주특별자치도 제주시 한림읍 명월로2길 35-1, 1층",33.3858098,126.2664957
제주담백,일반음식점,한식,제주특별자치도 제주시 조천읍 함덕리 960-7,"제주특별자치도 제주시 조천읍 함덕19길 9, 3층 302호",33.5412098,126.6699996
신조,일반음식점,일식,제주특별자치도 제주시 외도일동 476-1,"제주특별자치도 제주시 우정로5길 4, 1층 (외도일동)",33.4902029,126.4311534
해녀고깃간,일반음식점,한식,제주특별자치도 제주시 한림읍 금능리 1366,"제주특별자치도 제주시 한림읍 금능길 41-1, 1,2층",33.3879738,126.2275671
조은기록,일반음식점,기타,제주특별자치도 제주시 한림읍 대림리 1449-1,"제주특별자치도 제주시 한림읍 대림10길 76-3, 1층",33.4235778,126.2773614
온스,일반음식점,호프/통닭,제주특별자치도 제주시 삼양이동 2332-7,"제주특별자치도 제주시 화삼북로 143, 1층 (삼양이동)",33.5172705,126.5882746
